review_id,product_id,product_name,category,clean_text
mi-19668-237430589,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,用了卷购买，真香～简直一个小电脑，平时办公够用了。
mi-19668-237035969,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,与6sPro配套使用特别棒，他使平板变得和笔记本电脑差不多，用来学习看视频特别方便。后面的支架是无极调节的，可高可低，符合多场景使用，晚上躺在床上看平板也很方便
mi-20594-246898022,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,适配，效果很好，推荐pad7使用，或者pro
mi-20594-246941704,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好东西不错不错，打折来的
mi-20594-246799233,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,笔很好用，书写顺滑不断墨，字迹清晰不洇纸，握感舒适，长时间写字也不累，性价比超高，会回购！
mi-20594-246796296,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,1111111111
mi-20594-246536212,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,非常好 灵敏度很高 手感很舒服 nice
mi-20594-246746783,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,非常好的服务体验
mi-20594-244545809,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,很有质感的保护套，虽有点重量，但手感不错，集成可拆卸蓝牙键盘，触控笔收纳功能，键盘低延迟，能有效提升办公效率。
mi-20594-243521236,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,很好的键盘式双面保护壳，保护性高质感好，键盘手感很好
mi-20594-242881433,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,保护壳很好看，简单时尚，按键按压舒服，用起来很顺手，好评！
mi-20594-241897433,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键盘收到了，首先这个颜值非常的高，从触感到颜值都很高，手感柔软，黑色很大气。其次，使用中真的很舒服、便捷。键盘直接吸上就可以直接使用。打字不存在卡顿，非常灵敏。使用中手感中也很舒服。出门办公会方便许多。
mi-20594-241775689,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,超级棒！！白色很好看虽然没有黑色耐脏，但是！颜值就是王道哈哈哈
mi-20594-240011755,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键盘小巧，和平板严密贴合，键盘响应速度非常快。唯一的就是外出携带键盘上没有放触控笔的插槽，有点不便。
mi-20594-239852740,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,外观非常时尚，非常漂亮！适合各个年龄段使用。屏幕音效：屏幕非常清晰，分辩率很高，显示细腻。 拍照效果：拍照效果很棒！ 运行速度：速度快，打游戏杠杠滴！ 待机时间：待机时间长。 其他特色：充电很快。
mi-20594-238467676,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键盘很好用，就是想竖屏看抖音美女的时候有点麻烦
mi-20594-238812772,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,家人们，挖到宝了！小米Pad 7 Pro的键盘式保护壳必须安利。磁吸超牢固，装上秒变“小电脑”。按键布局合理，打字手感舒适，回弹跟手，长时间办公不累手。还能多角度调节，保护平板同时，提升使用体验，入手不亏！
mi-20594-238357603,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,很贴合机身，折叠也很灵活，第一次买小米的产品，蛮惊喜的。
mi-20594-236406675,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,质量很好，就是白色的有点不耐脏，很有质感。磁吸的，平板不会掉。
mi-20594-237950768,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,感觉还不错哈哈哈哈，真的和适合，7PRO柔光屏幕确实舒服。
mi-20594-237953381,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键盘式保护壳非常实用，配上蓝牙鼠标简直就是一台迷你笔记本电脑。键盘大小合适，按键标准，非常好用。背面是磁吸式的，贴上就行，自动给键盘供电。唯一不好的就是磁吸的有时候拿不好会掉。大家一定要小心。总而言之非常不错。满意。
mi-16353-224123799,16353,小米平板 键盘式双面保护壳 12.4,键盘,非常满意，很惊喜，大屏幕就是爽值得推荐，配套完美
mi-16353-223439325,16353,小米平板 键盘式双面保护壳 12.4,键盘,非常满意的一次购物，质量很好，尺寸合适，好评！
mi-16353-223825001,16353,小米平板 键盘式双面保护壳 12.4,键盘,续航时间长，充电时间短，屏幕大，比之前的小米5大很多，看电影玩游戏不卡，没有发热。小米在慢慢变强。
mi-16353-232897381,16353,小米平板 键盘式双面保护壳 12.4,键盘,非常好，特别顺滑舒服的手感，键盘大小刚好合适方便携带，虽然是白色但还挺耐脏的。推荐。角度两个位置可调，看电影办公蛮好的👌
mi-16353-229384605,16353,小米平板 键盘式双面保护壳 12.4,键盘,白色的键盘保护壳很漂亮。手感也超好。键盘弹性也很有质感，就是不耐脏。需要自己细心爱护。希望耐用性能长久点。还想入手个黑色的保护壳替换着用用。
mi-16353-222909493,16353,小米平板 键盘式双面保护壳 12.4,键盘,平板好评，质量好，外观好看，做工精致，物流快，值得购买。机器很奇妙，运行流畅，好评平板好评，质量好，外观好看，做工精致，物流快，值得购买。机器很奇妙，运行流畅，好评
mi-16353-230803907,16353,小米平板 键盘式双面保护壳 12.4,键盘,有效的保护平板不易被磕碰，而且使用键盘打字什么的非常方便
mi-16353-228776047,16353,小米平板 键盘式双面保护壳 12.4,键盘,终于还是买了，有点贵，买完用上感觉好像也没什么用
mi-16353-223068288,16353,小米平板 键盘式双面保护壳 12.4,键盘,物超所值，出门方便携带，办公神器，能当保护壳还能当支架键盘，打字的时候不会让显示的键盘占屏幕一半了，真的挺好，👍
mi-16353-225333122,16353,小米平板 键盘式双面保护壳 12.4,键盘,非常漂亮，结实耐用，非常方便。有了这个相当于一个笔记本电脑了，非常喜欢，买的第二个了。物超所值，爱了爱了。
mi-16353-230915373,16353,小米平板 键盘式双面保护壳 12.4,键盘,好用，就是希望以后弄键盘壳考虑一下笔的位置，增加几个卡扣，以及平板斜面角度
mi-16353-230488500,16353,小米平板 键盘式双面保护壳 12.4,键盘,很好用，很方便，已经快半年了，一次问题都没出现过
mi-16353-224440851,16353,小米平板 键盘式双面保护壳 12.4,键盘,有键盘太方便了，打字不用一点一点找，好用！
mi-16353-239426749,16353,小米平板 键盘式双面保护壳 12.4,键盘,服务态度很好，很喜欢，性价比之王下次继续回购
mi-16353-239015690,16353,小米平板 键盘式双面保护壳 12.4,键盘,产品好，质量好，店员服务好，还会再来购买的。
mi-16353-226228023,16353,小米平板 键盘式双面保护壳 12.4,键盘,配件不错，配合用来看视频，追剧哈哈哈
mi-16353-224387819,16353,小米平板 键盘式双面保护壳 12.4,键盘,销售人员帅帅，专业！服务超出预期，门店整洁高大上。
mi-16353-223123685,16353,小米平板 键盘式双面保护壳 12.4,键盘,很好，打字很流畅 没有什么瑕疵物流也很快
mi-16353-226685448,16353,小米平板 键盘式双面保护壳 12.4,键盘,键盘手感不错，很轻薄，和平板在一块就是绝配，就是价格感觉略贵。
mi-16353-229148671,16353,小米平板 键盘式双面保护壳 12.4,键盘,按键舒服码字方便角度好，磁吸牢靠。
mi-19380-246480322,19380,小米便携双模键盘,键盘,实用性：很实用，完全满足我的日常所需 服务态度：门店小哥很热情，讲解很细心 便携性：方便携带，使用起来很方便
mi-19380-246625046,19380,小米便携双模键盘,键盘,键盘反应快，声音小，颜值高，很好用的一款键盘
mi-19380-246806150,19380,小米便携双模键盘,键盘,快递及时，服务态度很好。
mi-19380-246797913,19380,小米便携双模键盘,键盘,··111111111
mi-19380-246720972,19380,小米便携双模键盘,键盘,很划算很满意。服务也很好。
mi-19380-246577588,19380,小米便携双模键盘,键盘,标准薄膜键盘的手感，支架和主体配色很棒
mi-19380-246873436,19380,小米便携双模键盘,键盘,重量轻很便捷方便
mi-19380-246523148,19380,小米便携双模键盘,键盘,键盘便携精致，连接方便，使用效果好，推荐推荐
mi-19380-246600118,19380,小米便携双模键盘,键盘,和描述的一致好评(o^^o)
mi-19380-246740984,19380,小米便携双模键盘,键盘,很好很好很好很好很好很好很好很好
mi-19380-246733594,19380,小米便携双模键盘,键盘,非常好666666
mi-19380-246503842,19380,小米便携双模键盘,键盘,是一次比较满意的购买经历，外观不错，使用体验回去感受。
mi-18336-226711227,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,很方便，使用聊天的时候很方便，可以像个小笔记本一样
mi-18336-226371046,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,磁吸很强，重量感和质感都非常好，99价格也还好，在网上千挑万选也选不到喜欢又好用的壳子就买了官网的，没想到真的非常不错。
mi-18336-223401750,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,键盘很独特，还带有触控，反应灵敏，很适合办公写作，大赞！
mi-18336-223204628,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,触控板一级棒，兼职就是一个小笔记本办公追剧都不错
mi-18336-230652089,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,个人首款小米外接键盘，个人感觉特别物超所值，细节拉满，触感及反馈特别丝滑，强烈推荐👍
mi-18336-230224201,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,智能触控键盘不错，用手势操作简直绝了。赞一个。
mi-18336-229128204,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,外观：简约时尚的素皮质感 延迟情况：零延迟，响应迅速 键程：按压高度合理，键程合理 鼠标区域：符合平板操作逻辑，响应迅速 总体：推荐搭配平板购买
mi-18336-227436198,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,买了一套。 目前使用良好。 和自己的黑色小米13手机一起，一整套黑色很酷。
mi-18336-227307159,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,磁吸的，不会掉落。触控键盘无延时，打字流畅。只是这个支撑背板要稍微用点力，不然自然打开就只有图片中那么大的角度，支撑不住的。
mi-18336-224271939,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,东西还不错，价格也合适，包装很严实，发货也很快，到货时间短，质量目测还可以，使用一段时间后再来追评，总体来讲本次购物体验还不错~
mi-18336-223190775,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,键盘收到了，非常好用，字体大，字体清晰，外观大气，键盘亮度自动调节真的非常人性化，尤其是触控快捷方式
mi-18336-223124580,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,键盘有点贵，哈哈哈，但我还是入了，质感不错
mi-18336-222766650,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,智能触控键盘的触感不错，平板立起来稳定性也很好，键盘上的NFC手机平板间的链接也很给力，夜光灯作用也很棒。
mi-18336-227932437,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,壳子虽然增加了一些重量，但是手感特别好，而且完全没有任何bug.，用起来很是舒心，放心。
mi-18336-222974272,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,使用了一段时间，很棒的产品，音质很好，清晰度也高，打游戏不卡顿不发烫，充电速度还很快，棒棒的👍🏻
mi-18336-235284835,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,触控板手感不错，虽然是白色的但是很好擦干净
mi-18336-230550205,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,XiaomiPad6/6Pro智能触控键盘 高效工作，如虎添翼 ②PogoPin触点直连低延时 ③全域按压触控板
mi-18336-229736301,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,与平板适配性一级棒，按键反馈很好，打字速度很快，触屏好用！
mi-18336-227138401,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,键盘手感不错，挺好用的。还有背光，实用又好看
mi-18336-224153728,18336,Xiaomi Pad 6/6 Pro 智能触控键盘,键盘,手感很舒服的键盘，快捷键使用起来很方便，支撑角度可以按需调整，值得入手。
mi-19668-233748152,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,特地选了白色，简约大气，太漂亮了！皮质质感，键盘排列挺顺手的。就是触控板触控手势还没完全探索出来，还需要时间摸索习惯。
mi-19668-232595242,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,这款原装智能触控键盘，非常好看，触控方便，键盘很舒适。
mi-19668-235384646,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,键盘有背光，晚上也能看清数字，很跟手，质感也很好
mi-19668-232757107,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,店员非常有耐心，和我们强调了白色和黑色的优缺点，最后还是被颜值**了，要了白色，特地帮我们调的货，好看喜欢，配套一起买还有优惠
mi-19668-234432875,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,小米平板外接键盘超好用，做工精良，按键回弹好，反应灵敏，轻松提升平板操作效率，非常满意！
mi-19668-234230655,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,真的是很好用，更新最新系统，也没什么卡顿，显示效果总体是不错的，搭配键盘很好用
mi-19668-234010833,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,小米品质值得信赖，超喜欢这个键盘，做工精细，温润如玉，白色赏心悦目，触控板非常丝滑，键盘打字也舒服希望小米越来越好
mi-19668-232590809,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,键盘外观简约，携带方便。触控板的手势操作流畅，键程适中，打字体验极佳。性价比极高，是一款值得推荐的高品质键盘。
mi-19668-232548471,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,触控键盘简直不要太方便，以后出门用它完全就够了。
mi-19668-231508178,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,好用 还好看耐看优雅性价比非常不错 Be**tiful
mi-19668-231072476,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,新的智能触控键盘真的很配很搭很好用而且也能起到保护壳的作用
mi-19668-230001638,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,之前用过pad6pro就种草了！6s果断下单，键盘也非常好用，嘎嘎好啊，安卓平板还得看小米！
mi-19668-235048683,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,键盘的质量是真好，质感很好，触控很好，搭配平板马上变成生产力，小米的产品总是让人惊喜和省心！
mi-19668-236219857,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,键程比笔电小，但也还可以。与平板连接比较流畅。触控板面积属于正常水平，不过如果可以再大一点就更好了
mi-19668-234012013,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,非常好用，吸力非常强，也没有卡顿现象好用，胡桃也很好用
mi-19668-233947918,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,白色比我想象的手感好，也挺耐脏。完全是s**face级的体验了。磁吸感非常强，一般不会脱落。
mi-19668-233737135,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,键盘很好用，加上之后就跟个笔记本一样，很方便很好用
mi-19668-233359400,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,反馈很好，适合出行轻办公，比电脑轻很多，但是不能全包平板，导致我担心会摔坏，还是买了其他保护壳
mi-19668-233128911,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,屏幕优秀 音响可以 快速充电 办公软件支持 系统满意
mi-19668-232758148,19668,Xiaomi Pad 6S Pro 智能触控键盘,键盘,外观比较满意，自己买的白色，使用起来也挺方便的，推荐哈
mi-20594-238323414,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,手感不错，小键盘和保护卡是一体的，挺好用的
mi-20594-237226805,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键盘很有质感，搭配小米平板7P也好用，磁吸的一下子就吸上去了，键盘也比较灵敏，不会出现延迟的现象，总之是比较推荐的
mi-20594-235989698,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,小米的东西，性价比就是高。手机平板，好质量刚刚的。几部手机都是小米。
mi-20594-236291331,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好用，大小合适，一掀开就亮屏，合上自动锁屏，很方便，配送速度也很快
mi-20594-236235472,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,这键盘用起来舒服得很，很顺手，非常的喜欢这样的一个键盘套，值得这个价格
mi-20594-235758184,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键程比我想象的要大，偶尔打打字还是够用的，尤其是有pc的WPS
mi-20594-235660489,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,心心念念的新平板终于到啦，这已经是买小米的第三款平板了，日常使用真的很好用，和其他小米产品互联真的很方便，传文件视频照片真的很好，以后还会继续支持小米
mi-20594-246336074,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好用好用好用好用好用好用好用好用
mi-20594-244417681,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,平板放在键盘上就可以使用，挺灵敏，很好用。
mi-20594-243959259,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好用，已连接上平板，能正常使用，值得拥有！
mi-20594-242174800,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好用的，直接把平板和键盘磁吸后直接就能用，不需要蓝牙和wifi链接，也不用给键盘充电。
mi-20594-240887271,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
mi-20594-236696736,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,宝贝收到啦！ 非常惊喜 下次还会来的 继续关注！
mi-20594-236149580,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,搭配键盘打字很方便，也可以办公使用，.nice
mi-20594-235666493,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,好玩好用，其实最大的还是因为新鲜感哈哈哈哈哈，总之爽！
mi-20594-245703309,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,说它不好的我都想去拼命！
mi-20594-244837116,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,键盘好用，触感是非常好的，我是非常的喜欢的
mi-20594-244357933,20594,Xiaomi Pad 7/7 Pro 键盘式双面保护壳,键盘,挺好的，厚度和重量合适，那种带鼠标的就比较麻烦
mi-16353-223560926,16353,小米平板 键盘式双面保护壳 12.4,键盘,保护壳不错，防污能力也可以，虽然是白色的，但也不会容易脏，键盘灵敏，打字手感舒适，操作也方便。
